"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1992-05",98.79103,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1992-06",98.90343,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1992-07",99.01307,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1992-08",98.94997,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1992-09",98.66051,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1992-10",98.22658,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1992-11",97.73083,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1992-12",97.35418,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1993-01",97.21324,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1993-02",97.21036,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1993-03",97.24769,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1993-04",97.40562,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1993-05",97.46657,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1993-06",97.43002,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1993-07",97.33448,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1993-08",97.30872,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1993-09",97.28695,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1993-10",97.16618,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1993-11",97.10601,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1993-12",97.1666,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1994-01",97.325,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1994-02",97.61931,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1994-03",98.1366,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1994-04",98.73322,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1994-05",99.33672,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1994-06",99.81738,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.0868,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.2463,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.4638,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.6829,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.6681,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.5031,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.4005,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.4133,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1995-03",100.5671,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.5834,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.5307,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.3988,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.1804,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1995-08",99.88625,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1995-09",99.64617,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1995-10",99.41843,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1995-11",99.18571,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1995-12",98.89042,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1996-01",98.56487,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1996-02",98.36335,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1996-03",98.28786,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1996-04",98.21413,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1996-05",98.14258,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1996-06",98.06731,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1996-07",98.06227,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1996-08",98.0786,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1996-09",98.08128,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1996-10",98.09135,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1996-11",98.08087,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1996-12",98.05052,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1997-01",98.05479,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1997-02",98.05676,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1997-03",98.14324,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1997-04",98.28879,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1997-05",98.32771,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1997-06",98.26201,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1997-07",98.26631,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1997-08",98.35867,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1997-09",98.49861,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1997-10",98.6703,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1997-11",98.77193,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1997-12",98.85357,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1998-01",98.95703,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1998-02",99.122,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1998-03",99.38502,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1998-04",99.62908,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1998-05",99.90582,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1998-06",100.2353,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1998-07",100.5926,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1998-08",100.7391,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1998-09",100.8751,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.1122,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.2793,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.3291,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1999-01",101.3465,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1999-02",101.2791,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1999-03",101.0374,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.7664,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1999-05",100.5903,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1999-06",100.4591,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1999-07",100.3835,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1999-08",100.3169,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1999-09",100.2899,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1999-10",100.3599,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1999-11",100.5353,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","1999-12",100.7936,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2000-01",101.0378,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2000-02",101.2035,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2000-03",101.3218,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2000-04",101.4711,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2000-05",101.6879,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2000-06",101.7148,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2000-07",101.6908,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2000-08",101.642,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2000-09",101.4317,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2000-10",101.2636,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2000-11",101.2918,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.3355,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.392,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.3883,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2001-03",101.4027,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2001-04",101.3172,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2001-05",101.0369,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.6492,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.2359,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2001-08",99.90916,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2001-09",99.74288,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.54307,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2001-11",99.26296,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2001-12",99.11505,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2002-01",99.13437,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2002-02",99.23865,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2002-03",99.39915,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2002-04",99.56567,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2002-05",99.74008,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2002-06",99.88294,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.91465,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.85051,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.73979,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.27637,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2002-11",98.64085,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2002-12",98.1741,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2003-01",97.98872,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2003-02",97.92382,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2003-03",97.89129,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2003-04",97.91144,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2003-05",97.92613,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2003-06",98.07119,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2003-07",98.23746,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2003-08",98.33539,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2003-09",98.40663,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2003-10",98.54081,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2003-11",98.68722,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2003-12",98.74009,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2004-01",98.7579,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2004-02",98.79346,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2004-03",98.71519,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2004-04",98.63966,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2004-05",98.61492,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2004-06",98.63753,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2004-07",98.57481,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2004-08",98.52271,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2004-09",98.53191,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2004-10",98.46992,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2004-11",98.49448,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2004-12",98.61825,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2005-01",98.75739,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2005-02",98.69555,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2005-03",98.64687,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2005-04",98.76201,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2005-05",98.8549,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2005-06",98.82896,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2005-07",98.78894,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2005-08",98.86208,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2005-09",99.03333,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.23313,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2005-11",99.41486,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2005-12",99.66224,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2006-01",99.83201,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2006-02",99.8771,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2006-03",99.96944,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.1769,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.3418,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.3121,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.1714,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.0205,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2006-09",99.97126,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.0197,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.2417,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.5834,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.9174,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2007-02",101.242,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.5963,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.9984,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2007-05",102.2819,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2007-06",102.3076,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2007-07",102.1194,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.7719,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2007-09",101.4895,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2007-10",101.3407,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2007-11",101.2138,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2007-12",101.0532,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2008-01",100.84,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2008-02",100.6794,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2008-03",100.6922,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2008-04",100.7661,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2008-05",100.6591,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2008-06",100.4385,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2008-07",100.09,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.75304,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2008-09",99.48396,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.06676,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2008-11",98.44279,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2008-12",97.68918,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2009-01",97.0284,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.5433,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.238,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2009-04",96.172,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2009-05",96.34122,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2009-06",96.72938,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.21188,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.69431,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.11272,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.37534,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2009-11",98.44163,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2009-12",98.48379,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-01",98.49876,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-02",98.67559,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.07324,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.50236,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.74194,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-06",100.0904,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.7163,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-08",101.2807,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-09",101.7158,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-10",102.0697,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-11",102.3348,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-12",102.3868,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-01",102.3336,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-02",102.2729,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-03",102.2439,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-04",102.2577,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-05",102.2978,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-06",102.2182,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-07",101.8645,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-08",101.2699,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-09",100.8049,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-10",100.5717,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-11",100.5627,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-12",100.6879,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-01",100.8435,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-02",100.8882,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-03",100.8831,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-04",100.8566,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-05",100.8387,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-06",100.6391,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-07",100.26,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.84671,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.58425,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.49628,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.48801,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.58055,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.78748,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.99302,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.1548,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.2738,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.3787,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.4806,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.5258,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.4847,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.438,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.4568,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.5617,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.6748,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.822,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.0047,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.2585,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.4841,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.6328,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.5979,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.4174,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.1326,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.9107,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.8029,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.7611,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.8049,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.931,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.0992,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.3108,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.4262,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-05",101.4353,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.3576,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.1882,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.9474,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.6441,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.4154,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.3021,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.2297,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.1358,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.0866,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.1365,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.29,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.4804,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.6218,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.652,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.6258,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.6114,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.6582,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.7523,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.8287,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.867,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.8883,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.0485,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.2808,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.4716,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.6088,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.6347,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.5871,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.6021,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.6842,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.779,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.8811,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.9542,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.9454,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.9032,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.854,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.7858,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.6978,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.6389,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.606,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.5876,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.5827,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.6336,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","1998-12",98.59927,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","1999-01",99.01326,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","1999-02",99.43475,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","1999-03",99.84498,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.313,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","1999-05",100.8276,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.2263,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.5279,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.741,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.8908,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","1999-10",101.9611,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","1999-11",101.9181,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","1999-12",101.7258,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-01",101.4236,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-02",101.1808,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-03",100.9591,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-04",100.7726,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-05",100.6161,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-06",100.5994,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-07",100.5165,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-08",100.0525,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-09",99.05625,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-10",98.15999,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-11",97.39102,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-12",97.20617,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-01",97.61912,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-02",98.19523,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-03",98.74448,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-04",99.2292,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-05",99.68141,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-06",99.92544,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-07",99.88603,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-08",99.62084,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-09",99.25611,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.33827,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-11",99.79901,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.4088,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.9726,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.3773,
